# ptxas pseudo-instruction macro-builtin catalog (CUDA 13.0.88)
# Registrar: sub_5D4190. 588 entries = 115 NAMED (human-named pseudo-ops, dict a1+808)
#   + 473 NUMERIC (key = adler32(__cuda_* macro name), dict a1+816).
# expansion_summary recovered from the decoded PTX macro pool
#   (decoded/ptxas-ptx-macro-pool/ptxas_ptx_macro_pool.decoded.bin): each numeric
#   template uses registers prefixed __ptxMacroFuncsFermi_<name>_ with a __skip_<name>: end label;
#   named templates are anchored by a $..._cuda_<op>_DONE label. arch=(code) for NAMED ops
#   whose entry-point lowering lives in the handler fn (expansion still pool-templated by op name).
# columns: kind  key(dec)  hex  handler_fn  cuda_name  family  arch  expansion_summary
kind	key	hex	handler_fn	cuda_name	family	arch	expansion_summary
NUM	2522026248	0x96531108	sub_504AC0	__cuda_sm8x_wmma_m32n8k16_load_b_row_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1061491967	0x3F4514FF	sub_5022F0	__cuda_sm7x_wmma_m16n16k16_load_b_col_shared_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1054283001	0x3ED714F9	sub_4E83D0	__cuda_sm7x_wmma_m16n16k16_load_b_col_global_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3047887401	0xB5AB1229	sub_4E8710	__cuda_sm7x_wmma_m16n16k16_load_b_col_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	818222286	0x30C514CE	sub_500820	__cuda_sm7x_wmma_m32n8k16_load_b_col_shared_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	2827096568	0xA88211F8	sub_4E8A50	__cuda_sm7x_wmma_m32n8k16_load_b_col_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	811013320	0x305714C8	sub_4E8D90	__cuda_sm7x_wmma_m32n8k16_load_b_col_global_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	1871253608	0x6F891068	sub_571050	__cuda_sm7x_wmma_m16n16k16_load_b_col_shared	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	87035282	0x05300D92	sub_536C00	__cuda_sm7x_wmma_m16n16k16_load_b_col	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1324158864	0x4EED0F90	sub_55CFC0	__cuda_sm7x_wmma_m16n16k16_load_b_col_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1868370018	0x6F5D1062	sub_537210	__cuda_sm7x_wmma_m16n16k16_load_b_col_global	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3341423200	0xC72A1260	sub_55C2E0	__cuda_sm7x_wmma_m16n16k16_load_b_col_global_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3336966647	0xC6E611F7	sub_52B590	__cuda_sm8x_wmma_m16n16k16_load_b_col_shared_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1314393889	0x4E580F21	sub_50CBD0	__cuda_sm8x_wmma_m16n16k16_load_b_col_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2718961951	0xA210111F	sub_51BEA0	__cuda_sm8x_wmma_m16n16k16_load_b_col_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3332116977	0xC69C11F1	sub_50D040	__cuda_sm8x_wmma_m16n16k16_load_b_col_global_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	678630383	0x287313EF	sub_51C370	__cuda_sm8x_wmma_m16n16k16_load_b_col_global_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1663307831	0x63241037	sub_56B370	__cuda_sm7x_wmma_m32n8k16_load_b_col_shared	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1660424241	0x62F81031	sub_540390	__cuda_sm7x_wmma_m32n8k16_load_b_col_global	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3117421103	0xB9D0122F	sub_55FCD0	__cuda_sm7x_wmma_m32n8k16_load_b_col_global_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	4195552609	0xFA130D61	sub_5409A0	__cuda_sm7x_wmma_m32n8k16_load_b_col	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1122635615	0x42EA0F5F	sub_55AF90	__cuda_sm7x_wmma_m32n8k16_load_b_col_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3112899014	0xB98B11C6	sub_4F9960	__cuda_sm8x_wmma_m32n8k16_load_b_col_shared_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3108049344	0xB94111C0	sub_4F9D00	__cuda_sm8x_wmma_m32n8k16_load_b_col_global_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	438506430	0x1A2313BE	sub_503A80	__cuda_sm8x_wmma_m32n8k16_load_b_col_global_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1112805104	0x42540EF0	sub_4F95C0	__cuda_sm8x_wmma_m32n8k16_load_b_col_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2501316846	0x951710EE	sub_5042A0	__cuda_sm8x_wmma_m32n8k16_load_b_col_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	4177860699	0xF905185B	sub_4E90D0	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_shared_update_ptr	wmma-subbyte	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	4170651733	0xF8971855	sub_4E9410	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_global_update_ptr	wmma-subbyte	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	1475745157	0x57F61585	sub_4E9750	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_update_ptr	wmma-subbyte	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	73667524	0x046413C4	sub_4E9A90	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_shared	wmma-subbyte	sm7x	load_b: laneid->elem gather, ld.shared.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	70783934	0x043813BE	sub_4E9DD0	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_global	wmma-subbyte	sm7x	load_b: laneid->elem gather, ld.global.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	1825641916	0x6CD115BC	sub_4F2560	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_global_desc	wmma-subbyte	sm7x	load_b: laneid->elem gather, ld.global.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	2188906734	0x827810EE	sub_4EA110	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col	wmma-subbyte	sm7x	load_b: laneid->elem gather, ld.generic.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	3707835116	0xDD0112EC	sub_4F21C0	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_desc	wmma-subbyte	sm7x	load_b: laneid->elem gather, ld.desc.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	2361988723	0x8CC91673	sub_4EA450	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_shared_update_ptr	wmma-bit1b	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	2354779757	0x8C5B166D	sub_4EA790	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_global_update_ptr	wmma-bit1b	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	4177728413	0xF903139D	sub_4EAAD0	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_update_ptr	wmma-bit1b	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2903577052	0xAD1111DC	sub_4EAE10	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_shared	wmma-bit1b	sm7x	load_b: laneid->elem gather, ld.shared.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	201659348	0x0C0513D4	sub_4F1E20	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_global_desc	wmma-bit1b	sm7x	load_b: laneid->elem gather, ld.global.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	2900693462	0xACE511D6	sub_4EB150	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_global	wmma-bit1b	sm7x	load_b: laneid->elem gather, ld.global.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	2307723524	0x898D1104	sub_4F5480	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_desc	wmma-bit1b	sm7x	load_b: laneid->elem gather, ld.desc.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	948702982	0x388C0F06	sub_4EB490	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col	wmma-bit1b	sm7x	load_b: laneid->elem gather, ld.generic.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	2868580833	0xAAFB11E1	sub_528BD0	__cuda_sm70_wmma_m16n16k16_load_b_col_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2890994171	0xAC5111FB	sub_52D040	__cuda_sm70_wmma_m16n16k16_load_b_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2652508592	0x9E1A11B0	sub_521EF0	__cuda_sm70_wmma_m32n8k16_load_b_col_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2674921930	0x9F7011CA	sub_525470	__cuda_sm70_wmma_m32n8k16_load_b_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2657489328	0x9E6611B0	sub_528190	__cuda_sm70_wmma_m8n32k16_load_b_col_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2679902666	0x9FBC11CA	sub_529B60	__cuda_sm70_wmma_m8n32k16_load_b_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	1516180904	0x5A5F15A8	sub_4EBE50	__cuda_sm8x_double_fp_wmma_m8n8k4_load_b_col_update_ptr	wmma-fp64	sm8x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	1538594242	0x5BB515C2	sub_4EC190	__cuda_sm8x_double_fp_wmma_m8n8k4_load_b_row_update_ptr	wmma-fp64	sm8x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3061191149	0xB67611ED	sub_52A090	__cuda_sm70_wmma_m16n16k16_acc_f16_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3243250227	0xC1501233	sub_4EC4D0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3020952069	0xB4101205	sub_4EC810	__cuda_sm8x_wmma_m16n16k8_acc_f32_row_update_ptr	wmma-fp16	sm8x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3019248130	0xB3F61202	sub_4ECB50	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	434050149	0x19DF1465	sub_4ECE90	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_update_ptr	wmma-subbyte	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3231978109	0xC0A4127D	sub_4ED1D0	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_update_ptr	wmma-bit1b	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	303240176	0x121313F0	sub_4ED510	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	43389887	0x029613BF	sub_4ED850	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	48370623	0x02E213BF	sub_4EDB90	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	275189148	0x10670D9C	sub_540FB0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row	wmma-fp16	sm7x	acc: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1515589530	0x5A560F9A	sub_55DCA0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_desc	wmma-fp16	sm7x	acc: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2061111404	0x7ADA106C	sub_539060	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_global	wmma-fp16	sm7x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3537441386	0xD2D9126A	sub_556F30	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_global_desc	wmma-fp16	sm7x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2063994994	0x7B061072	sub_534DB0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_shared	wmma-fp16	sm7x	acc: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	86052206	0x05210D6E	sub_5353C0	__cuda_sm8x_wmma_m16n16k8_acc_f32_row	wmma-fp16	sm8x	acc: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1850871870	0x6E52103E	sub_5359D0	__cuda_sm8x_wmma_m16n16k8_acc_f32_row_global	wmma-fp16	sm8x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1853755460	0x6E7E1044	sub_535FE0	__cuda_sm8x_wmma_m16n16k8_acc_f32_row_shared	wmma-fp16	sm8x	acc: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1308364633	0x4DFC0F59	sub_533570	__cuda_sm72_Integer_wmma_m16n16k16_acc_row	wmma-int8	sm72	acc: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	2694582615	0xA09C1157	sub_556250	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3298431529	0xC49A1229	sub_533B80	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_global	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	626594855	0x25591427	sub_5568C0	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_global_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3301315119	0xC4C6122F	sub_534190	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_shared	wmma-int8	sm72	acc: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	86510955	0x05280D6B	sub_5347A0	__cuda_sm7x_wmma_m32n8k16_acc_f32_row	wmma-fp16	sm7x	acc: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1310855017	0x4E220F69	sub_554F00	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_desc	wmma-fp16	sm7x	acc: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1849954363	0x6E44103B	sub_53A290	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_global	wmma-fp16	sm7x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3310228025	0xC54E1239	sub_553540	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_global_desc	wmma-fp16	sm7x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1852837953	0x6E701041	sub_53A8A0	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_shared	wmma-fp16	sm7x	acc: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1083838248	0x409A0F28	sub_53AEB0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row	wmma-int8	sm72	acc: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	2453999910	0x92451126	sub_552ED0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3051426296	0xB5E111F8	sub_53B4C0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_global	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	363533302	0x15AB13F6	sub_551B80	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_global_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3054309886	0xB60D11FE	sub_53BAD0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_shared	wmma-int8	sm72	acc: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1088818984	0x40E60F28	sub_53C0E0	__cuda_sm72_Integer_wmma_m8n32k16_acc_row	wmma-int8	sm72	acc: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	2458980646	0x92911126	sub_55C950	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3059290622	0xB65911FE	sub_537820	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_shared	wmma-int8	sm72	acc: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3056407032	0xB62D11F8	sub_537E30	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_global	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	368514038	0x15F713F6	sub_55B600	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_global_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1354829774	0x50C10FCE	sub_4F33E0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row	wmma-subbyte	sm7x	acc: laneid->elem gather, ld.generic.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	2779386316	0xA5AA11CC	sub_507790	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_desc	wmma-subbyte	sm7x	acc: laneid->elem gather, ld.desc.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	3398570654	0xCA92129E	sub_4F3780	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_global	wmma-subbyte	sm7x	acc: laneid->elem gather, ld.global.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	765072540	0x2D9A149C	sub_507BA0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_global_desc	wmma-subbyte	sm7x	acc: laneid->elem gather, ld.global.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	3401454244	0xCABE12A4	sub_4F2900	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_shared	wmma-subbyte	sm7x	acc: laneid->elem gather, ld.shared.b32 series (4-bit packed); store_d/load call *_update_ptr for base
NUM	210570726	0x0C8D0DE6	sub_4F2CA0	__cuda_sm7x_bit_wmma_m8n8k128_acc_row	wmma-bit1b	sm7x	acc: laneid->elem gather, ld.generic.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	1475219428	0x57EE0FE4	sub_507380	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_desc	wmma-bit1b	sm7x	acc: laneid->elem gather, ld.desc.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	2030440630	0x790610B6	sub_4F3040	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_global	wmma-bit1b	sm7x	acc: laneid->elem gather, ld.global.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	3531018932	0xD27712B4	sub_503E90	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_global_desc	wmma-bit1b	sm7x	acc: laneid->elem gather, ld.global.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	2033324220	0x793210BC	sub_4F3B20	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_shared	wmma-bit1b	sm7x	acc: laneid->elem gather, ld.shared.b32 series (1-bit packed); store_d/load call *_update_ptr for base
NUM	411636811	0x1889144B	sub_4EDED0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col_update_ptr	wmma-subbyte	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3209564771	0xBF4E1263	sub_4EE210	__cuda_sm7x_bit_wmma_m8n8k128_acc_col_update_ptr	wmma-bit1b	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2998538731	0xB2BA11EB	sub_4EE550	__cuda_sm8x_wmma_m16n16k8_acc_f32_col_update_ptr	wmma-fp16	sm8x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3220836889	0xBFFA1219	sub_4EE890	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2996834792	0xB2A011E8	sub_4EEBD0	__cuda_sm7x_wmma_m32n8k16_acc_f32_col_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	280826838	0x10BD13D6	sub_4EEF10	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	20976549	0x014013A5	sub_4EF250	__cuda_sm72_Integer_wmma_m32n8k16_acc_col_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	25957285	0x018C13A5	sub_4EF590	__cuda_sm72_Integer_wmma_m8n32k16_acc_col_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	82382164	0x04E90D54	sub_53DF30	__cuda_sm8x_wmma_m16n16k8_acc_f32_col	wmma-fp16	sm8x	acc: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1835274276	0x6D641024	sub_53E540	__cuda_sm8x_wmma_m16n16k8_acc_f32_col_global	wmma-fp16	sm8x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1838157866	0x6D90102A	sub_52F8D0	__cuda_sm8x_wmma_m16n16k8_acc_f32_col_shared	wmma-fp16	sm8x	acc: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	271519106	0x102F0D82	sub_52FEE0	__cuda_sm7x_wmma_m16n16k16_acc_f32_col	wmma-fp16	sm7x	acc: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1503399808	0x599C0F80	sub_55BC70	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_desc	wmma-fp16	sm7x	acc: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2045513810	0x79EC1052	sub_5304F0	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_global	wmma-fp16	sm7x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3513324112	0xD1691250	sub_558F60	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_global_desc	wmma-fp16	sm7x	acc: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2048397400	0x7A181058	sub_530B00	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_shared	wmma-fp16	sm7x	acc: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1304694591	0x4DC40F3F	sub_531110	__cuda_sm72_Integer_wmma_m16n16k16_acc_col	wmma-int8	sm72	acc: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	2682392893	0x9FE2113D	sub_5595D0	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_desc	wmma-int8	sm72	acc: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3282833935	0xC3AC120F	sub_531720	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_global	wmma-int8	sm72	acc: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
