# Instruction legality / validation table @ VA 0x22FEE00..0x2339E00 (241664 B = 60416 u32)
# Flat sparse view: every NON-ZERO u32 with its index/VA and value-class.
# Layout is a packed record table (dominant stride 24 B = 6 u32) but record size varies by region;
# the reliable binary facts are the value-classes below. Records group as {key, handler/ptr}.
# value classes: text_handler_ptr=dedicated (opcode,modifier) validator/encoder fn in .text;
#   rodata_subtable_ptr=pointer into nested dispatch sub-table (0x1CE0000-0x2400000);
#   small_key=(format_id<<8)|minor_opcode (same key as per_sm_handler_dispatch);
#   special_validation_sentinel=0x08000000 (no dedicated handler; run generic validation path).
# value_class_totals={'zero': 41330, 'small_key (fmt<<8|minor)': 9721, 'text_handler_ptr': 8087, 'rodata_subtable_ptr': 918, 'special_validation_sentinel': 259, 'other': 101}
dword_index	va	value_hex	value_class	as_key_fmt	as_key_minor
54828	0x23346B0	0x1915	small_key (fmt<<8|minor)	0x19	0x15
54830	0x23346B8	0x12A6460	text_handler_ptr		
54834	0x23346C8	0x31C	small_key (fmt<<8|minor)	0x3	0x1C
54836	0x23346D0	0x1A5BDC0	text_handler_ptr		
54840	0x23346E0	0x31D	small_key (fmt<<8|minor)	0x3	0x1D
54842	0x23346E8	0x12A6BF0	text_handler_ptr		
54846	0x23346F8	0x31E	small_key (fmt<<8|minor)	0x3	0x1E
54848	0x2334700	0x1A5C7C0	text_handler_ptr		
54852	0x2334710	0x31F	small_key (fmt<<8|minor)	0x3	0x1F
54854	0x2334718	0x12A6240	text_handler_ptr		
54858	0x2334728	0x320	small_key (fmt<<8|minor)	0x3	0x20
54860	0x2334730	0x12A6030	text_handler_ptr		
54864	0x2334740	0x321	small_key (fmt<<8|minor)	0x3	0x21
54866	0x2334748	0x12A54F0	text_handler_ptr		
54870	0x2334758	0x322	small_key (fmt<<8|minor)	0x3	0x22
54872	0x2334760	0x12A5760	text_handler_ptr		
54876	0x2334770	0x323	small_key (fmt<<8|minor)	0x3	0x23
54878	0x2334778	0x12A5620	text_handler_ptr		
54882	0x2334788	0x324	small_key (fmt<<8|minor)	0x3	0x24
54884	0x2334790	0x1AFC1D0	text_handler_ptr		
54888	0x23347A0	0x325	small_key (fmt<<8|minor)	0x3	0x25
54890	0x23347A8	0x1347AC0	text_handler_ptr		
54894	0x23347B8	0x326	small_key (fmt<<8|minor)	0x3	0x26
54896	0x23347C0	0x1A5B620	text_handler_ptr		
54900	0x23347D0	0x327	small_key (fmt<<8|minor)	0x3	0x27
54902	0x23347D8	0x12A53A0	text_handler_ptr		
54906	0x23347E8	0x328	small_key (fmt<<8|minor)	0x3	0x28
54908	0x23347F0	0x12A5260	text_handler_ptr		
54912	0x2334800	0x1929	small_key (fmt<<8|minor)	0x19	0x29
54914	0x2334808	0x1338C00	text_handler_ptr		
54918	0x2334818	0x192A	small_key (fmt<<8|minor)	0x19	0x2A
54920	0x2334820	0x135E370	text_handler_ptr		
54924	0x2334830	0x192B	small_key (fmt<<8|minor)	0x19	0x2B
54926	0x2334838	0x1355B30	text_handler_ptr		
54930	0x2334848	0x192C	small_key (fmt<<8|minor)	0x19	0x2C
54932	0x2334850	0x135E100	text_handler_ptr		
54936	0x2334860	0x500	small_key (fmt<<8|minor)	0x5	0x0
54938	0x2334868	0x12A3F20	text_handler_ptr		
54942	0x2334878	0x301	small_key (fmt<<8|minor)	0x3	0x1
54944	0x2334880	0x12A4090	text_handler_ptr		
54948	0x2334890	0x502	small_key (fmt<<8|minor)	0x5	0x2
54950	0x2334898	0x12A41D0	text_handler_ptr		
54954	0x23348A8	0x303	small_key (fmt<<8|minor)	0x3	0x3
54956	0x23348B0	0x12A44D0	text_handler_ptr		
54960	0x23348C0	0x504	small_key (fmt<<8|minor)	0x5	0x4
54962	0x23348C8	0x12A4350	text_handler_ptr		
54968	0x23348E0	0x500	small_key (fmt<<8|minor)	0x5	0x0
54970	0x23348E8	0x12A3650	text_handler_ptr		
54974	0x23348F8	0x301	small_key (fmt<<8|minor)	0x3	0x1
54976	0x2334900	0x12A37B0	text_handler_ptr		
54980	0x2334910	0x302	small_key (fmt<<8|minor)	0x3	0x2
54982	0x2334918	0x12A3A50	text_handler_ptr		
54986	0x2334928	0x503	small_key (fmt<<8|minor)	0x5	0x3
54988	0x2334930	0x12A38E0	text_handler_ptr		
54992	0x2334940	0x304	small_key (fmt<<8|minor)	0x3	0x4
54994	0x2334948	0x12A3CD0	text_handler_ptr		
54998	0x2334958	0x305	small_key (fmt<<8|minor)	0x3	0x5
55000	0x2334960	0x12A3E00	text_handler_ptr		
55004	0x2334970	0x506	small_key (fmt<<8|minor)	0x5	0x6
55006	0x2334978	0x12A3B70	text_handler_ptr		
55016	0x23349A0	0x200	small_key (fmt<<8|minor)	0x2	0x0
55018	0x23349A8	0x12A2010	text_handler_ptr		
55022	0x23349B8	0x301	small_key (fmt<<8|minor)	0x3	0x1
55024	0x23349C0	0x12A21D0	text_handler_ptr		
55028	0x23349D0	0x202	small_key (fmt<<8|minor)	0x2	0x2
55030	0x23349D8	0x12A24F0	text_handler_ptr		
55034	0x23349E8	0x303	small_key (fmt<<8|minor)	0x3	0x3
55036	0x23349F0	0x12A2360	text_handler_ptr		
55040	0x2334A00	0x304	small_key (fmt<<8|minor)	0x3	0x4
55042	0x2334A08	0x12A2C00	text_handler_ptr		
55046	0x2334A18	0x205	small_key (fmt<<8|minor)	0x2	0x5
55048	0x2334A20	0x12A26C0	text_handler_ptr		
55052	0x2334A30	0x306	small_key (fmt<<8|minor)	0x3	0x6
55054	0x2334A38	0x12A2A60	text_handler_ptr		
55058	0x2334A48	0x207	small_key (fmt<<8|minor)	0x2	0x7
55060	0x2334A50	0x12A2890	text_handler_ptr		
55064	0x2334A60	0x500	small_key (fmt<<8|minor)	0x5	0x0
55066	0x2334A68	0x1A56EB0	text_handler_ptr		
55070	0x2334A78	0x301	small_key (fmt<<8|minor)	0x3	0x1
55072	0x2334A80	0x1A57010	text_handler_ptr		
55076	0x2334A90	0x502	small_key (fmt<<8|minor)	0x5	0x2
55078	0x2334A98	0x12A1C10	text_handler_ptr		
55082	0x2334AA8	0x303	small_key (fmt<<8|minor)	0x3	0x3
55084	0x2334AB0	0x12A1ED0	text_handler_ptr		
55088	0x2334AC0	0x504	small_key (fmt<<8|minor)	0x5	0x4
55090	0x2334AC8	0x12A1D70	text_handler_ptr		
55096	0x2334AE0	0x700	small_key (fmt<<8|minor)	0x7	0x0
55098	0x2334AE8	0x1AFDB20	text_handler_ptr		
55102	0x2334AF8	0x701	small_key (fmt<<8|minor)	0x7	0x1
55104	0x2334B00	0x134A250	text_handler_ptr		
55108	0x2334B10	0x702	small_key (fmt<<8|minor)	0x7	0x2
55110	0x2334B18	0x1A4E470	text_handler_ptr		
55114	0x2334B28	0x703	small_key (fmt<<8|minor)	0x7	0x3
55116	0x2334B30	0x129AC70	text_handler_ptr		
55120	0x2334B40	0x500	small_key (fmt<<8|minor)	0x5	0x0
55122	0x2334B48	0x129AB70	text_handler_ptr		
55126	0x2334B58	0x505	small_key (fmt<<8|minor)	0x5	0x5
55128	0x2334B60	0x129AA40	text_handler_ptr		
55136	0x2334B80	0x300	small_key (fmt<<8|minor)	0x3	0x0
55138	0x2334B88	0x1A2B8B0	text_handler_ptr		
55142	0x2334B98	0x301	small_key (fmt<<8|minor)	0x3	0x1
55144	0x2334BA0	0x127F1F0	text_handler_ptr		
55148	0x2334BB0	0x302	small_key (fmt<<8|minor)	0x3	0x2
55150	0x2334BB8	0x127F090	text_handler_ptr		
55160	0x2334BE0	0x200	small_key (fmt<<8|minor)	0x2	0x0
55162	0x2334BE8	0x1A4B0B0	text_handler_ptr		
55166	0x2334BF8	0x301	small_key (fmt<<8|minor)	0x3	0x1
55168	0x2334C00	0x1A4B470	text_handler_ptr		
55172	0x2334C10	0x202	small_key (fmt<<8|minor)	0x2	0x2
55174	0x2334C18	0x12983A0	text_handler_ptr		
55178	0x2334C28	0x303	small_key (fmt<<8|minor)	0x3	0x3
55180	0x2334C30	0x1A4B200	text_handler_ptr		
55184	0x2334C40	0x204	small_key (fmt<<8|minor)	0x2	0x4
55186	0x2334C48	0x1298250	text_handler_ptr		
55190	0x2334C58	0x305	small_key (fmt<<8|minor)	0x3	0x5
55192	0x2334C60	0x1298640	text_handler_ptr		
55196	0x2334C70	0x206	small_key (fmt<<8|minor)	0x2	0x6
55198	0x2334C78	0x12984F0	text_handler_ptr		
55208	0x2334CA0	0x500	small_key (fmt<<8|minor)	0x5	0x0
55210	0x2334CA8	0x1A4AA60	text_handler_ptr		
55214	0x2334CB8	0x601	small_key (fmt<<8|minor)	0x6	0x1
55216	0x2334CC0	0x1A4AB70	text_handler_ptr		
55220	0x2334CD0	0x502	small_key (fmt<<8|minor)	0x5	0x2
55222	0x2334CD8	0x1297D20	text_handler_ptr		
55226	0x2334CE8	0x603	small_key (fmt<<8|minor)	0x6	0x3
55228	0x2334CF0	0x1297F40	text_handler_ptr		
55232	0x2334D00	0x504	small_key (fmt<<8|minor)	0x5	0x4
55234	0x2334D08	0x1297E30	text_handler_ptr		
55240	0x2334D20	0xB00	small_key (fmt<<8|minor)	0xB	0x0
55242	0x2334D28	0x1A4A9C0	text_handler_ptr		
55248	0x2334D40	0x200	small_key (fmt<<8|minor)	0x2	0x0
55250	0x2334D48	0x1A488F0	text_handler_ptr		
55256	0x2334D60	0x500	small_key (fmt<<8|minor)	0x5	0x0
55258	0x2334D68	0x1A484B0	text_handler_ptr		
55262	0x2334D78	0x501	small_key (fmt<<8|minor)	0x5	0x1
55264	0x2334D80	0x1A48590	text_handler_ptr		
55268	0x2334D90	0x602	small_key (fmt<<8|minor)	0x6	0x2
55270	0x2334D98	0x1A486C0	text_handler_ptr		
55274	0x2334DA8	0x503	small_key (fmt<<8|minor)	0x5	0x3
55276	0x2334DB0	0x1296F50	text_handler_ptr		
55280	0x2334DC0	0x500	small_key (fmt<<8|minor)	0x5	0x0
55282	0x2334DC8	0x1A48960	text_handler_ptr		
55286	0x2334DD8	0x301	small_key (fmt<<8|minor)	0x3	0x1
55288	0x2334DE0	0x1A48AD0	text_handler_ptr		
55292	0x2334DF0	0x502	small_key (fmt<<8|minor)	0x5	0x2
55294	0x2334DF8	0x1297080	text_handler_ptr		
55298	0x2334E08	0x303	small_key (fmt<<8|minor)	0x3	0x3
55300	0x2334E10	0x1297370	text_handler_ptr		
55304	0x2334E20	0x504	small_key (fmt<<8|minor)	0x5	0x4
55306	0x2334E28	0x12971F0	text_handler_ptr		
55310	0x2334E38	0x205	small_key (fmt<<8|minor)	0x2	0x5
55312	0x2334E40	0x1A49360	text_handler_ptr		
55316	0x2334E50	0x306	small_key (fmt<<8|minor)	0x3	0x6
55318	0x2334E58	0x1A49540	text_handler_ptr		
55322	0x2334E68	0x207	small_key (fmt<<8|minor)	0x2	0x7
55324	0x2334E70	0x1297470	text_handler_ptr		
55328	0x2334E80	0x308	small_key (fmt<<8|minor)	0x3	0x8
55330	0x2334E88	0x1297850	text_handler_ptr		
55334	0x2334E98	0x209	small_key (fmt<<8|minor)	0x2	0x9
55336	0x2334EA0	0x1297660	text_handler_ptr		
55340	0x2334EB0	0x50A	small_key (fmt<<8|minor)	0x5	0xA
55342	0x2334EB8	0x1A48E70	text_handler_ptr		
55346	0x2334EC8	0x50B	small_key (fmt<<8|minor)	0x5	0xB
55348	0x2334ED0	0x1A48D40	text_handler_ptr		
55352	0x2334EE0	0x50C	small_key (fmt<<8|minor)	0x5	0xC
55354	0x2334EE8	0x1A49230	text_handler_ptr		
55360	0x2334F00	0xA00	small_key (fmt<<8|minor)	0xA	0x0
55362	0x2334F08	0x1A31A70	text_handler_ptr		
55366	0x2334F18	0x301	small_key (fmt<<8|minor)	0x3	0x1
55368	0x2334F20	0x1A31BF0	text_handler_ptr		
55372	0x2334F30	0xA02	small_key (fmt<<8|minor)	0xA	0x2
55374	0x2334F38	0x1282B90	text_handler_ptr		
55378	0x2334F48	0x303	small_key (fmt<<8|minor)	0x3	0x3
55380	0x2334F50	0x1283EF0	text_handler_ptr		
55384	0x2334F60	0xA04	small_key (fmt<<8|minor)	0xA	0x4
55386	0x2334F68	0x1283D70	text_handler_ptr		
55390	0x2334F78	0xA05	small_key (fmt<<8|minor)	0xA	0x5
55392	0x2334F80	0x1A34A20	text_handler_ptr		
55396	0x2334F90	0x306	small_key (fmt<<8|minor)	0x3	0x6
55398	0x2334F98	0x1A34C10	text_handler_ptr		
55402	0x2334FA8	0xA07	small_key (fmt<<8|minor)	0xA	0x7
55404	0x2334FB0	0x12849E0	text_handler_ptr		
55408	0x2334FC0	0x308	small_key (fmt<<8|minor)	0x3	0x8
55410	0x2334FC8	0x1284DC0	text_handler_ptr		
55414	0x2334FD8	0xA09	small_key (fmt<<8|minor)	0xA	0x9
55416	0x2334FE0	0x1284BD0	text_handler_ptr		
55420	0x2334FF0	0xA0A	small_key (fmt<<8|minor)	0xA	0xA
55422	0x2334FF8	0x1A31EB0	text_handler_ptr		
55426	0x2335008	0xA0B	small_key (fmt<<8|minor)	0xA	0xB
55428	0x2335010	0x1282D10	text_handler_ptr		
55432	0x2335020	0xA0C	small_key (fmt<<8|minor)	0xA	0xC
55434	0x2335028	0x1283440	text_handler_ptr		
55438	0x2335038	0xA0D	small_key (fmt<<8|minor)	0xA	0xD
55440	0x2335040	0x1A33410	text_handler_ptr		
55444	0x2335050	0xA0E	small_key (fmt<<8|minor)	0xA	0xE
55446	0x2335058	0x1283AA0	text_handler_ptr		
55450	0x2335068	0xA0F	small_key (fmt<<8|minor)	0xA	0xF
55452	0x2335070	0x1A33030	text_handler_ptr		
55456	0x2335080	0xA10	small_key (fmt<<8|minor)	0xA	0x10
55458	0x2335088	0x1282EF0	text_handler_ptr		
55462	0x2335098	0xA11	small_key (fmt<<8|minor)	0xA	0x11
55464	0x23350A0	0x1283600	text_handler_ptr		
55468	0x23350B0	0xA12	small_key (fmt<<8|minor)	0xA	0x12
55470	0x23350B8	0x1A33C90	text_handler_ptr		
55474	0x23350C8	0xA13	small_key (fmt<<8|minor)	0xA	0x13
55476	0x23350D0	0x12843E0	text_handler_ptr		
55480	0x23350E0	0xA14	small_key (fmt<<8|minor)	0xA	0x14
55482	0x23350E8	0x1284040	text_handler_ptr		
55486	0x23350F8	0xA15	small_key (fmt<<8|minor)	0xA	0x15
55488	0x2335100	0x1284710	text_handler_ptr		
55492	0x2335110	0xA16	small_key (fmt<<8|minor)	0xA	0x16
55494	0x2335118	0x1A33240	text_handler_ptr		
55498	0x2335128	0xA17	small_key (fmt<<8|minor)	0xA	0x17
55500	0x2335130	0x12830E0	text_handler_ptr		
55504	0x2335140	0xA18	small_key (fmt<<8|minor)	0xA	0x18
55506	0x2335148	0x12837C0	text_handler_ptr		
55510	0x2335158	0xA19	small_key (fmt<<8|minor)	0xA	0x19
55512	0x2335160	0x1A33720	text_handler_ptr		
55516	0x2335170	0xA1A	small_key (fmt<<8|minor)	0xA	0x1A
55518	0x2335178	0x1283C30	text_handler_ptr		
55522	0x2335188	0xA1B	small_key (fmt<<8|minor)	0xA	0x1B
55524	0x2335190	0x1A32E50	text_handler_ptr		
55528	0x23351A0	0xA1C	small_key (fmt<<8|minor)	0xA	0x1C
55530	0x23351A8	0x1A33EA0	text_handler_ptr		
55534	0x23351B8	0xA1D	small_key (fmt<<8|minor)	0xA	0x1D
55536	0x23351C0	0x12845A0	text_handler_ptr		
55540	0x23351D0	0xA1E	small_key (fmt<<8|minor)	0xA	0x1E
55542	0x23351D8	0x1284230	text_handler_ptr		
55546	0x23351E8	0xA1F	small_key (fmt<<8|minor)	0xA	0x1F
55548	0x23351F0	0x1283290	text_handler_ptr		
55552	0x2335200	0xA20	small_key (fmt<<8|minor)	0xA	0x20
55554	0x2335208	0x1283930	text_handler_ptr		
55558	0x2335218	0xA21	small_key (fmt<<8|minor)	0xA	0x21
55560	0x2335220	0x12848A0	text_handler_ptr		
55568	0x2335240	0x200	small_key (fmt<<8|minor)	0x2	0x0
55570	0x2335248	0x1AF9A30	text_handler_ptr		
55574	0x2335258	0xA01	small_key (fmt<<8|minor)	0xA	0x1
55576	0x2335260	0x1AEB0D0	text_handler_ptr		
55580	0x2335270	0x302	small_key (fmt<<8|minor)	0x3	0x2
55582	0x2335278	0x1A61400	text_handler_ptr		
55586	0x2335288	0x303	small_key (fmt<<8|minor)	0x3	0x3
55588	0x2335290	0x1AF7420	text_handler_ptr		
55592	0x23352A0	0x204	small_key (fmt<<8|minor)	0x2	0x4
55594	0x23352A8	0x1342A50	text_handler_ptr		
55598	0x23352B8	0xA05	small_key (fmt<<8|minor)	0xA	0x5
55600	0x23352C0	0x1337300	text_handler_ptr		
55604	0x23352D0	0x306	small_key (fmt<<8|minor)	0x3	0x6
55606	0x23352D8	0x12AB130	text_handler_ptr		
55610	0x23352E8	0x307	small_key (fmt<<8|minor)	0x3	0x7
55612	0x23352F0	0x1342000	text_handler_ptr		
55616	0x2335300	0x208	small_key (fmt<<8|minor)	0x2	0x8
55618	0x2335308	0x1342C50	text_handler_ptr		
55622	0x2335318	0xA09	small_key (fmt<<8|minor)	0xA	0x9
55624	0x2335320	0x1337740	text_handler_ptr		
55628	0x2335330	0xA0A	small_key (fmt<<8|minor)	0xA	0xA
55630	0x2335338	0x1AFAB10	text_handler_ptr		
55634	0x2335348	0xA0B	small_key (fmt<<8|minor)	0xA	0xB
55636	0x2335350	0x1AEB510	text_handler_ptr		
55640	0x2335360	0x30C	small_key (fmt<<8|minor)	0x3	0xC
55642	0x2335368	0x1A61C10	text_handler_ptr		
55646	0x2335378	0x30D	small_key (fmt<<8|minor)	0x3	0xD
55648	0x2335380	0x1AF8C70	text_handler_ptr		
55652	0x2335390	0xA0E	small_key (fmt<<8|minor)	0xA	0xE
55654	0x2335398	0x1343250	text_handler_ptr		
55658	0x23353A8	0xA0F	small_key (fmt<<8|minor)	0xA	0xF
55660	0x23353B0	0x13374E0	text_handler_ptr		
55664	0x23353C0	0x310	small_key (fmt<<8|minor)	0x3	0x10
55666	0x23353C8	0x12AB2A0	text_handler_ptr		
55670	0x23353D8	0x311	small_key (fmt<<8|minor)	0x3	0x11
55672	0x23353E0	0x1337000	text_handler_ptr		
55676	0x23353F0	0xA12	small_key (fmt<<8|minor)	0xA	0x12
55678	0x23353F8	0x1337B80	text_handler_ptr		
55682	0x2335408	0xA13	small_key (fmt<<8|minor)	0xA	0x13
55684	0x2335410	0x1337920	text_handler_ptr		
55688	0x2335420	0x214	small_key (fmt<<8|minor)	0x2	0x14
55690	0x2335428	0x1A61720	text_handler_ptr		
55694	0x2335438	0x215	small_key (fmt<<8|minor)	0x2	0x15
55696	0x2335440	0x1A61560	text_handler_ptr		
55700	0x2335450	0x216	small_key (fmt<<8|minor)	0x2	0x16
55702	0x2335458	0x1A61A50	text_handler_ptr		
55712	0x2335480	0x200	small_key (fmt<<8|minor)	0x2	0x0
55714	0x2335488	0x1AF9C30	text_handler_ptr		
55718	0x2335498	0xA01	small_key (fmt<<8|minor)	0xA	0x1
55720	0x23354A0	0x1AEC330	text_handler_ptr		
55724	0x23354B0	0x302	small_key (fmt<<8|minor)	0x3	0x2
55726	0x23354B8	0x1A49E00	text_handler_ptr		
55730	0x23354C8	0x303	small_key (fmt<<8|minor)	0x3	0x3
55732	0x23354D0	0x1AF75F0	text_handler_ptr		
55736	0x23354E0	0x204	small_key (fmt<<8|minor)	0x2	0x4
55738	0x23354E8	0x1343050	text_handler_ptr		
55742	0x23354F8	0xA05	small_key (fmt<<8|minor)	0xA	0x5
55744	0x2335500	0x1338100	text_handler_ptr		
55748	0x2335510	0x306	small_key (fmt<<8|minor)	0x3	0x6
55750	0x2335518	0x12979D0	text_handler_ptr		
55754	0x2335528	0x307	small_key (fmt<<8|minor)	0x3	0x7
55756	0x2335530	0x13421D0	text_handler_ptr		
55760	0x2335540	0x208	small_key (fmt<<8|minor)	0x2	0x8
55762	0x2335548	0x1342E50	text_handler_ptr		
55766	0x2335558	0xA09	small_key (fmt<<8|minor)	0xA	0x9
55768	0x2335560	0x1338540	text_handler_ptr		
55772	0x2335570	0xA0A	small_key (fmt<<8|minor)	0xA	0xA
55774	0x2335578	0x1AFA890	text_handler_ptr		
55778	0x2335588	0xA0B	small_key (fmt<<8|minor)	0xA	0xB
55780	0x2335590	0x1AEC770	text_handler_ptr		
55784	0x23355A0	0x30C	small_key (fmt<<8|minor)	0x3	0xC
55786	0x23355A8	0x1A4A610	text_handler_ptr		
55790	0x23355B8	0x30D	small_key (fmt<<8|minor)	0x3	0xD
55792	0x23355C0	0x1AF8A20	text_handler_ptr		
55796	0x23355D0	0xA0E	small_key (fmt<<8|minor)	0xA	0xE
55798	0x23355D8	0x1338980	text_handler_ptr		
55802	0x23355E8	0xA0F	small_key (fmt<<8|minor)	0xA	0xF
55804	0x23355F0	0x13382E0	text_handler_ptr		
55808	0x2335600	0x310	small_key (fmt<<8|minor)	0x3	0x10
55810	0x2335608	0x1297B40	text_handler_ptr		
55814	0x2335618	0x311	small_key (fmt<<8|minor)	0x3	0x11
55816	0x2335620	0x1337E00	text_handler_ptr		
55820	0x2335630	0xA12	small_key (fmt<<8|minor)	0xA	0x12
55822	0x2335638	0x13434D0	text_handler_ptr		
55826	0x2335648	0xA13	small_key (fmt<<8|minor)	0xA	0x13
55828	0x2335650	0x1338720	text_handler_ptr		
55832	0x2335660	0x214	small_key (fmt<<8|minor)	0x2	0x14
55834	0x2335668	0x1A4A120	text_handler_ptr		
55838	0x2335678	0x215	small_key (fmt<<8|minor)	0x2	0x15
55840	0x2335680	0x1A49F60	text_handler_ptr		
55844	0x2335690	0x216	small_key (fmt<<8|minor)	0x2	0x16
55846	0x2335698	0x1A4A450	text_handler_ptr		
55856	0x23356C0	0x200	small_key (fmt<<8|minor)	0x2	0x0
55858	0x23356C8	0x1AF58B0	text_handler_ptr		
55862	0x23356D8	0xA01	small_key (fmt<<8|minor)	0xA	0x1
55864	0x23356E0	0x1AFD060	text_handler_ptr		
55868	0x23356F0	0x302	small_key (fmt<<8|minor)	0x3	0x2
55870	0x23356F8	0x1AF11F0	text_handler_ptr		
55874	0x2335708	0x303	small_key (fmt<<8|minor)	0x3	0x3
55876	0x2335710	0x1AF47B0	text_handler_ptr		
55880	0x2335720	0x204	small_key (fmt<<8|minor)	0x2	0x4
55882	0x2335728	0x1340610	text_handler_ptr		
55886	0x2335738	0xA05	small_key (fmt<<8|minor)	0xA	0x5
55888	0x2335740	0x1342450	text_handler_ptr		
55892	0x2335750	0x306	small_key (fmt<<8|minor)	0x3	0x6
55894	0x2335758	0x1339410	text_handler_ptr		
55898	0x2335768	0x307	small_key (fmt<<8|minor)	0x3	0x7
55900	0x2335770	0x13409F0	text_handler_ptr		
55904	0x2335780	0x208	small_key (fmt<<8|minor)	0x2	0x8
55906	0x2335788	0x1340800	text_handler_ptr		
55910	0x2335798	0xA09	small_key (fmt<<8|minor)	0xA	0x9
55912	0x23357A0	0x1339630	text_handler_ptr		
55916	0x23357B0	0xA0A	small_key (fmt<<8|minor)	0xA	0xA
55918	0x23357B8	0x1AF63D0	text_handler_ptr		
55922	0x23357C8	0xA0B	small_key (fmt<<8|minor)	0xA	0xB
55924	0x23357D0	0x1AF6180	text_handler_ptr		
55928	0x23357E0	0x30C	small_key (fmt<<8|minor)	0x3	0xC
55930	0x23357E8	0x1AF1020	text_handler_ptr		
55934	0x23357F8	0x30D	small_key (fmt<<8|minor)	0x3	0xD
55936	0x2335800	0x1AED3B0	text_handler_ptr		
55940	0x2335810	0xA0E	small_key (fmt<<8|minor)	0xA	0xE
55942	0x2335818	0x1339A70	text_handler_ptr		
55946	0x2335828	0xA0F	small_key (fmt<<8|minor)	0xA	0xF
55948	0x2335830	0x1342630	text_handler_ptr		
55952	0x2335840	0x310	small_key (fmt<<8|minor)	0x3	0x10
55954	0x2335848	0x133D6A0	text_handler_ptr		
55958	0x2335858	0x311	small_key (fmt<<8|minor)	0x3	0x11
55960	0x2335860	0x13391D0	text_handler_ptr		
55964	0x2335870	0xA12	small_key (fmt<<8|minor)	0xA	0x12
55966	0x2335878	0x133DD70	text_handler_ptr		
55970	0x2335888	0xA13	small_key (fmt<<8|minor)	0xA	0x13
55972	0x2335890	0x1339810	text_handler_ptr		
55976	0x23358A0	0x214	small_key (fmt<<8|minor)	0x2	0x14
55978	0x23358A8	0x1A07E40	text_handler_ptr		
55982	0x23358B8	0x215	small_key (fmt<<8|minor)	0x2	0x15
55984	0x23358C0	0x1A07C80	text_handler_ptr		
55988	0x23358D0	0x216	small_key (fmt<<8|minor)	0x2	0x16
55990	0x23358D8	0x1A08000	text_handler_ptr		
56000	0x2335900	0x900	small_key (fmt<<8|minor)	0x9	0x0
56002	0x2335908	0x1A31110	text_handler_ptr		
56006	0x2335918	0x901	small_key (fmt<<8|minor)	0x9	0x1
56008	0x2335920	0x12827C0	text_handler_ptr		
56016	0x2335940	0xA00	small_key (fmt<<8|minor)	0xA	0x0
56018	0x2335948	0x1A2E6B0	text_handler_ptr		
56022	0x2335958	0x301	small_key (fmt<<8|minor)	0x3	0x1
56024	0x2335960	0x1A2EDA0	text_handler_ptr		
56028	0x2335970	0x302	small_key (fmt<<8|minor)	0x3	0x2
56030	0x2335978	0x1A2EB90	text_handler_ptr		
56034	0x2335988	0xA03	small_key (fmt<<8|minor)	0xA	0x3
56036	0x2335990	0x1280CD0	text_handler_ptr		
56040	0x23359A0	0x304	small_key (fmt<<8|minor)	0x3	0x4
56042	0x23359A8	0x1281630	text_handler_ptr		
56046	0x23359B8	0x305	small_key (fmt<<8|minor)	0x3	0x5
56048	0x23359C0	0x1281850	text_handler_ptr		
56052	0x23359D0	0xA06	small_key (fmt<<8|minor)	0xA	0x6
56054	0x23359D8	0x12813C0	text_handler_ptr		
56058	0x23359E8	0xA07	small_key (fmt<<8|minor)	0xA	0x7
56060	0x23359F0	0x1A300F0	text_handler_ptr		
56064	0x2335A00	0x308	small_key (fmt<<8|minor)	0x3	0x8
56066	0x2335A08	0x1A30600	text_handler_ptr		
56070	0x2335A18	0xA09	small_key (fmt<<8|minor)	0xA	0x9
56072	0x2335A20	0x1281C70	text_handler_ptr		
56076	0x2335A30	0x30A	small_key (fmt<<8|minor)	0x3	0xA
56078	0x2335A38	0x1282580	text_handler_ptr		
56082	0x2335A48	0xA0B	small_key (fmt<<8|minor)	0xA	0xB
56084	0x2335A50	0x12822F0	text_handler_ptr		
56088	0x2335A60	0xA0C	small_key (fmt<<8|minor)	0xA	0xC
56090	0x2335A68	0x1A2CFA0	text_handler_ptr		
56094	0x2335A78	0x30D	small_key (fmt<<8|minor)	0x3	0xD
56096	0x2335A80	0x1A2D530	text_handler_ptr		
56100	0x2335A90	0x30E	small_key (fmt<<8|minor)	0x3	0xE
56102	0x2335A98	0x1A2D390	text_handler_ptr		
56106	0x2335AA8	0xA0F	small_key (fmt<<8|minor)	0xA	0xF
56108	0x2335AB0	0x127FF90	text_handler_ptr		
56112	0x2335AC0	0x310	small_key (fmt<<8|minor)	0x3	0x10
56114	0x2335AC8	0x1280730	text_handler_ptr		
56118	0x2335AD8	0x311	small_key (fmt<<8|minor)	0x3	0x11
56120	0x2335AE0	0x12808D0	text_handler_ptr		
56124	0x2335AF0	0xA12	small_key (fmt<<8|minor)	0xA	0x12
56126	0x2335AF8	0x1280530	text_handler_ptr		
56130	0x2335B08	0xA13	small_key (fmt<<8|minor)	0xA	0x13
56132	0x2335B10	0x1A2FB00	text_handler_ptr		
56136	0x2335B20	0x314	small_key (fmt<<8|minor)	0x3	0x14
56138	0x2335B28	0x1A2FF20	text_handler_ptr		
56142	0x2335B38	0xA15	small_key (fmt<<8|minor)	0xA	0x15
56144	0x2335B40	0x1281A60	text_handler_ptr		
